school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,-0.46153846153846156,7,4,0
0.0,1.0,-4.0,0.0,0.0,1.0,0.5,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,5,9,7
0.0,1.0,-3.0,1.0,1.0,1.0,-0.5,0.0,2.0,2.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,2.0,-0.46153846153846156,7,0,0
0.0,1.0,-2.0,1.0,0.0,1.0,-0.5,1.0,0.0,3.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,-0.3076923076923077,10,10,10
0.0,1.0,-3.0,1.0,0.0,1.0,0.5,0.0,3.0,3.0,0.0,1.0,1.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5,0.0,-0.5,-1.0,0.7692307692307693,12,11,12
0.0,0.0,-1.0,1.0,1.0,1.0,0.0,-1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.5,2.0,0.46153846153846156,12,12,13
0.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,-0.5,0.0,1.0769230769230769,15,14,13
0.0,0.0,-1.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.15384615384615385,14,12,12
0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.5,0.0,-0.5,1.0,2.4615384615384617,8,9,8
0.0,0.0,0.0,1.0,1.0,1.0,-0.5,-1.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.9230769230769231,12,10,10
0.0,0.0,0.0,1.0,1.0,1.0,-0.5,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-2.0,0.5,1.0,0.0,0.0,-0.46153846153846156,9,9,0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,2.0,2.0,2.0,2.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,0.0,-1.0,0.0,-0.5,-1.0,1.0769230769230769,14,12,13
0.0,1.0,0.0,1.0,0.0,1.0,-0.5,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.5,1.0,0.0,1.0,-0.23076923076923078,13,11,11
